MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
30,84,11340,6,5,1923,1950,0,0,0,1200,1200,1,1200,0,0,1200,0,0,1,0,4,1,7,0,1923,1,312,1,0,0,228,0,0,0,0,3,2006,125000
50,60,9600,6,5,1924,1950,0,0,0,572,572,0,572,524,0,1096,0,0,1,0,2,1,5,0,NA,0,0,0,0,8,128,0,0,0,0,4,2008,79000
20,60,7200,5,7,1950,1950,0,0,0,0,0,1,1040,0,0,1040,0,0,1,0,2,1,5,0,1950,2,625,1,0,0,0,0,0,0,0,6,2006,109500
60,92,12003,8,5,2009,2010,84,0,0,774,774,1,774,1194,0,1968,0,0,2,1,4,1,8,1,2009,3,680,1,0,75,0,0,0,0,0,5,2010,269500
60,100,12552,7,5,2004,2005,0,222,0,769,991,1,991,956,0,1947,0,0,2,1,3,1,8,1,2004,2,678,1,0,136,0,0,0,0,0,5,2010,254900
60,134,19378,7,5,2005,2006,456,57,0,1335,1392,1,1392,1070,0,2462,1,0,2,1,4,1,9,1,2006,2,576,1,239,132,0,168,0,0,0,3,2006,320000
20,NA,11120,6,6,1984,1984,0,660,0,572,1232,1,1232,0,0,1232,0,0,2,0,3,1,6,0,1984,2,516,1,0,0,0,0,0,0,0,6,2008,162500
60,110,13688,9,5,2003,2004,664,1016,0,556,1572,1,1572,1096,0,2668,1,0,2,1,3,1,10,2,2003,3,726,1,400,0,0,0,0,0,0,3,2008,412500
20,95,12182,7,5,2005,2005,226,1201,0,340,1541,1,1541,0,0,1541,0,0,2,0,3,1,7,1,2005,2,532,1,0,70,0,0,0,0,0,5,2010,220000
45,55,5500,4,6,1956,1956,0,0,0,882,882,1,882,0,0,882,0,0,1,0,1,1,4,0,NA,0,0,1,0,0,0,0,0,0,0,4,2007,103200
40,40,5400,6,7,1926,2004,0,370,0,779,1149,1,1149,467,0,1616,0,0,2,0,3,1,5,0,1926,1,216,1,0,0,183,0,0,0,0,10,2007,152000
190,62,10106,5,7,1940,1999,0,351,181,112,644,1,808,547,0,1355,1,0,2,0,4,2,6,0,NA,0,0,1,140,0,0,0,0,0,0,9,2008,127500
20,NA,10708,5,5,1955,1993,0,379,768,470,1617,1,1867,0,0,1867,1,0,1,0,2,1,7,3,1955,1,303,1,476,0,0,0,142,0,0,11,2009,190000
60,86,10562,8,5,2007,2007,300,1288,0,294,1582,1,1610,551,0,2161,1,0,1,1,3,1,8,1,2007,3,789,1,178,120,0,0,0,0,0,11,2007,325624
60,62,8244,7,5,2004,2004,0,0,0,840,840,1,840,880,0,1720,0,0,2,1,3,1,7,1,2004,2,440,1,100,48,0,0,0,0,0,5,2007,183500
20,NA,16669,8,6,1981,1981,653,0,0,1686,1686,1,1707,0,0,1707,0,0,2,1,2,1,6,1,1981,2,511,1,574,64,0,0,0,0,0,1,2006,228000
50,NA,12358,5,6,1941,1950,0,360,0,360,720,1,854,0,528,1382,0,0,1,1,2,1,7,0,1991,2,660,1,237,0,0,0,0,0,0,5,2007,128500
20,141,31770,6,5,1960,1960,112,639,0,441,1080,1,1656,0,0,1656,1,0,1,0,3,1,7,2,1960,2,528,0.5,210,62,0,0,0,0,0,5,2010,215000
160,44,5306,7,7,1987,1987,0,495,215,354,1064,1,1064,703,0,1767,1,0,2,0,2,1,5,1,1987,2,504,1,441,35,0,0,0,0,0,6,2006,239000
20,80,10197,6,5,1961,1961,491,288,374,700,1362,1,1362,0,0,1362,1,0,1,1,3,1,6,1,1961,2,504,1,0,20,0,0,0,0,0,6,2008,163000
20,47,12416,6,5,1986,1986,132,1398,208,0,1606,1,1651,0,0,1651,1,0,2,0,3,1,7,1,1986,2,616,1,192,0,0,0,0,0,0,11,2008,184000
20,84,12615,6,7,1950,2001,0,477,0,725,1202,1,2158,0,0,2158,1,0,2,0,4,1,7,1,1950,2,576,1,0,29,39,0,0,0,0,6,2007,243000
60,97,10029,6,5,1988,1989,268,831,0,320,1151,1,1164,896,0,2060,0,1,2,1,4,1,8,1,1988,2,521,1,0,228,0,0,192,0,0,9,2007,211000
50,NA,13650,5,5,1958,1958,0,57,441,554,1052,1,1252,668,0,1920,1,0,2,0,4,1,8,1,1958,2,451,1,0,0,0,0,0,0,0,7,2006,172500
20,63,17423,9,5,2008,2009,748,1904,0,312,2216,1,2234,0,0,2234,1,0,2,0,1,1,9,1,2009,3,1166,1,0,60,0,0,0,0,0,7,2009,501837
30,60,8520,5,6,1923,2006,0,0,0,968,968,1,968,0,0,968,0,0,1,0,2,1,5,0,1935,2,480,0,0,0,184,0,0,0,0,7,2007,100000
160,NA,2117,6,5,2000,2000,456,436,0,320,756,1,769,756,0,1525,0,0,2,1,3,1,5,1,2000,2,440,1,0,0,0,0,0,0,0,6,2007,177000
70,54,7588,7,6,1920,1950,0,352,0,441,793,1,901,901,0,1802,0,0,1,1,4,1,9,1,1920,1,216,1,0,0,40,0,0,0,0,7,2006,200100
20,60,9060,5,6,1957,2006,98,0,0,0,0,1,1340,0,0,1340,0,0,1,0,3,1,7,1,1957,1,252,1,116,0,0,180,0,0,0,6,2007,120000
50,63,11426,7,5,2003,2003,0,0,0,1362,1362,1,1362,720,0,2082,0,0,2,1,3,1,6,0,2003,2,484,0,280,238,0,0,0,0,0,6,2008,200000
50,92,7438,5,8,1908,1991,0,0,0,504,504,1,936,316,0,1252,0,0,1,0,3,1,5,0,1986,2,576,1,104,0,0,0,0,0,0,6,2006,127000
75,90,22950,10,9,1892,1993,0,0,0,1107,1107,1,1518,1518,572,3608,0,0,2,1,4,1,12,2,1993,3,840,1,0,260,0,0,410,0,0,6,2006,475000
80,NA,9947,7,5,1990,1991,0,611,0,577,1188,1,1217,0,0,1217,1,0,2,0,3,1,6,0,1990,2,497,1,168,27,0,0,0,0,0,6,2009,173000
50,60,10410,5,7,1916,1987,0,0,0,660,660,1,808,704,144,1656,0,0,2,1,3,1,8,0,1916,1,180,0,0,0,0,140,0,0,0,8,2009,135000
90,64,7018,5,5,1979,1979,275,1086,0,0,1086,1,1224,0,0,1224,2,0,0,2,2,2,6,2,1979,2,528,1,120,0,0,0,0,0,0,6,2009,153337
120,41,4923,8,5,2001,2002,0,1153,0,440,1593,1,1593,0,0,1593,1,0,1,1,0,1,5,1,2001,2,682,1,0,120,0,0,224,0,0,8,2008,286000
70,70,10570,8,8,1932,1994,0,297,0,556,853,1,1549,1178,0,2727,0,0,2,1,3,1,10,2,1932,2,440,1,0,74,0,0,0,0,0,12,2007,315000
60,NA,7472,7,9,1972,2004,138,626,0,99,725,1,725,754,0,1479,1,0,1,1,4,1,7,0,1972,2,484,1,0,32,0,0,0,0,0,6,2007,184000
20,68,9017,7,5,1999,1999,0,560,0,871,1431,1,1431,0,0,1431,1,0,2,0,3,1,6,0,1999,2,666,1,0,35,0,0,0,0,0,9,2009,192000
160,24,2522,7,5,2004,2004,50,0,0,970,970,1,970,739,0,1709,0,0,2,0,3,1,7,0,2004,2,380,1,0,40,0,0,0,0,0,5,2006,130000
20,60,7180,5,7,1972,1972,0,390,0,474,864,1,864,0,0,864,0,0,1,0,3,1,5,0,1989,1,352,1,0,0,0,0,0,0,0,5,2008,127000
160,24,2280,6,6,1976,1976,0,566,0,289,855,1,855,601,0,1456,0,0,2,1,3,1,7,1,1976,2,440,1,87,0,0,0,0,0,0,7,2009,148500
20,79,9416,7,5,2007,2007,205,1126,0,600,1726,1,1726,0,0,1726,1,0,2,0,3,1,8,1,2007,3,786,1,171,138,0,0,266,0,0,9,2007,311872
75,174,25419,8,4,1918,1990,0,1036,184,140,1360,1,1360,1360,392,3112,1,1,2,0,4,1,8,1,1918,2,795,1,0,16,552,0,0,512,0,3,2006,235000
75,92,5520,6,6,1912,1950,0,0,0,755,755,1,929,929,371,2229,0,0,1,0,5,1,8,0,NA,0,0,1,0,198,30,0,0,0,0,7,2009,104000
20,76,9591,8,5,2004,2005,262,1088,0,625,1713,1,1713,0,0,1713,1,0,2,0,3,1,7,1,2004,3,856,1,0,26,0,0,170,0,0,1,2009,274900
20,80,8546,4,5,2003,2004,0,0,0,1121,1121,1,1121,0,0,1121,0,0,2,0,2,1,5,0,2003,2,440,1,132,64,0,0,0,0,0,3,2010,140000
20,75,10125,6,6,1977,1977,0,641,279,276,1196,1,1279,0,0,1279,0,1,2,0,3,1,6,2,1980,2,473,1,238,83,0,0,0,0,0,2,2008,171500
50,50,7000,6,6,1924,1950,0,617,0,0,617,1,865,445,0,1310,0,0,2,0,2,1,6,0,1924,1,398,1,0,0,126,0,0,0,0,5,2006,112000
120,NA,4438,6,5,2004,2004,205,662,0,186,848,1,848,0,0,848,1,0,1,0,1,1,3,1,2004,2,420,1,149,0,0,0,0,0,0,1,2008,149000
50,50,3500,5,7,1947,1950,0,312,0,408,720,1,720,564,0,1284,0,0,1,1,2,1,5,0,1948,1,240,1,0,35,0,0,0,0,0,4,2009,110000
20,99,11851,7,5,1990,1990,0,0,0,1424,1424,1,1442,0,0,1442,0,0,2,0,3,1,5,0,1990,2,500,1,0,34,0,508,0,0,0,5,2009,180500
20,40,13673,5,5,1962,1962,0,0,0,1140,1140,1,1696,0,0,1696,0,0,1,1,3,1,8,1,1962,1,349,1,0,30,0,0,0,0,0,3,2007,143900
20,NA,12493,4,5,1960,1960,0,419,306,375,1100,1,1100,0,0,1100,1,0,1,0,3,1,6,1,1960,1,312,1,355,0,0,0,0,0,0,4,2008,141000
60,NA,14364,7,5,1988,1989,128,1065,0,92,1157,1,1180,882,0,2062,1,0,2,1,3,1,7,1,1988,2,454,1,60,55,0,0,154,0,0,4,2007,277000
20,75,8250,6,7,1964,1964,260,787,0,305,1092,1,1092,0,0,1092,1,0,1,0,3,1,6,0,1964,2,504,1,0,0,0,0,0,0,0,7,2008,145000
30,67,5604,5,6,1925,1950,0,468,0,396,864,0,864,0,0,864,1,0,1,0,2,1,5,0,NA,0,0,1,0,0,96,0,0,0,0,4,2008,98000
20,83,10420,6,5,2009,2009,0,36,0,1176,1212,1,1212,0,0,1212,0,0,2,0,3,1,6,0,2009,2,460,1,100,22,0,0,0,0,0,3,2010,186000
60,72,8640,7,5,2009,2009,0,822,0,78,900,1,932,920,0,1852,1,0,2,1,3,1,7,1,2009,2,644,1,168,108,0,0,0,0,0,7,2009,252678
20,43,13568,5,5,1995,1995,0,716,0,274,990,1,990,0,0,990,0,1,1,0,3,1,5,0,1996,2,576,1,224,0,0,0,0,0,0,7,2006,156000
60,NA,10900,6,7,1977,1977,153,378,0,311,689,1,689,703,0,1392,0,0,1,1,3,1,6,0,1977,1,299,1,0,36,0,0,0,0,450,3,2010,161750
20,72,10011,5,6,1957,1996,64,360,0,710,1070,1,1236,0,0,1236,0,1,1,0,2,1,6,1,1957,1,447,1,0,0,0,0,0,0,0,5,2006,134450
20,65,8450,7,5,2004,2004,266,946,0,490,1436,1,1436,0,0,1436,1,0,2,0,3,1,8,0,2004,2,484,1,139,98,0,0,0,0,0,4,2008,210000
70,57,9906,4,4,1925,1950,0,0,0,686,686,0,810,518,0,1328,0,0,1,0,3,1,8,0,1940,1,210,1,0,172,60,0,0,0,0,9,2006,107000
50,NA,15660,7,9,1939,2006,312,341,0,457,798,1,1137,817,0,1954,0,1,1,1,3,1,8,2,1939,2,431,1,0,119,150,0,0,0,0,5,2008,311500
120,43,3010,7,5,2005,2006,16,16,0,1232,1248,1,1248,0,0,1248,0,0,2,0,2,1,5,0,2005,2,438,1,108,0,0,0,0,0,0,3,2006,167240
20,73,8990,7,5,2006,2006,0,0,0,1498,1498,1,1498,0,0,1498,0,0,2,0,2,1,5,0,2006,2,675,1,351,33,0,0,0,0,0,4,2006,204900
60,NA,8068,6,5,2002,2002,0,0,0,1010,1010,1,1010,1257,0,2267,0,0,2,1,4,1,8,1,2002,2,390,1,120,46,0,0,0,0,0,12,2009,200000
60,85,11475,6,6,1975,1975,0,550,0,163,713,1,811,741,0,1552,1,0,2,1,3,1,6,1,1975,2,434,1,209,208,0,0,0,0,0,2,2006,179900
20,70,10500,4,6,1971,1971,0,524,180,160,864,1,864,0,0,864,0,0,1,0,2,1,4,0,1989,2,576,1,216,0,0,0,0,0,0,3,2009,97000
20,103,13472,10,5,2003,2003,922,56,0,2336,2392,1,2392,0,0,2392,0,0,2,0,3,1,8,1,2003,3,968,1,248,105,0,0,0,0,0,6,2009,386250
160,21,1680,5,5,1971,1971,142,0,0,630,630,1,630,672,0,1302,0,0,2,1,3,1,6,0,1991,1,280,1,0,0,0,0,0,0,0,5,2009,112000
60,82,9950,7,5,1995,1995,290,565,0,638,1203,1,1214,1306,0,2520,0,0,2,1,4,1,9,1,1995,3,721,1,224,114,0,0,0,0,0,6,2007,290000
160,21,1869,6,6,1970,1970,127,321,0,162,483,1,483,504,0,987,0,0,1,1,2,1,5,0,1987,1,280,1,0,0,0,0,0,0,0,9,2008,106000
20,70,8521,5,5,1967,1967,0,842,0,70,912,1,912,0,0,912,0,0,1,0,3,1,5,1,1974,1,336,1,0,0,0,0,0,0,0,5,2010,125000
120,43,3182,7,5,2005,2006,16,16,0,1357,1373,1,1555,0,0,1555,0,0,2,0,2,1,7,1,2005,2,430,1,143,20,0,0,0,0,0,5,2009,192500
20,73,8760,6,6,1959,1959,220,0,0,1194,1194,1,1194,0,0,1194,1,0,1,0,3,1,6,0,1959,1,312,1,0,0,120,0,0,0,0,4,2010,148000
60,174,15138,8,5,1995,1996,506,689,0,773,1462,1,1490,1304,0,2794,1,0,2,1,4,1,9,1,1995,3,810,1,0,146,202,0,0,0,0,7,2009,403000
160,21,1680,6,5,1972,1972,297,0,0,483,483,1,483,504,0,987,0,0,1,1,2,1,5,1,1972,1,288,1,0,0,0,0,0,0,0,6,2006,94500
20,75,10650,5,6,1976,1976,0,182,712,0,894,1,894,0,0,894,1,0,1,0,3,1,5,0,1976,1,308,1,365,0,0,0,0,0,0,2,2010,128200
60,NA,7851,6,5,2002,2002,NA,625,0,235,860,1,860,1100,0,1960,1,0,2,1,4,1,8,2,2002,2,440,1,288,48,0,0,0,0,0,5,2010,216500
160,21,1680,6,3,1971,1971,604,358,0,125,483,1,483,504,0,987,0,0,1,1,2,1,5,0,1971,1,264,1,0,0,0,0,0,0,0,8,2008,89500
20,65,8773,7,5,2004,2004,98,24,0,1390,1414,1,1414,0,0,1414,0,0,2,0,3,1,6,0,2004,2,494,1,132,105,0,0,0,0,0,5,2010,185500
60,NA,9453,7,7,1993,2003,0,402,0,594,996,1,1014,730,0,1744,0,0,2,1,3,1,7,0,1993,2,457,1,370,70,0,238,0,0,0,2,2010,194500
20,93,12030,8,5,2007,2007,254,0,0,1694,1694,1,1694,0,0,1694,0,0,2,0,3,1,7,0,2007,3,818,1,168,228,0,0,0,0,0,12,2007,318000
50,52,8741,6,4,1945,1950,0,94,0,641,735,1,798,689,0,1487,0,0,1,1,3,1,7,1,1949,1,220,1,0,140,0,0,0,0,0,4,2010,113000
20,75,9000,8,5,2008,2008,36,1078,0,488,1566,1,1566,0,0,1566,1,0,2,0,3,1,7,0,2008,2,750,1,144,168,0,0,0,0,0,4,2010,262500
30,40,3880,5,9,1945,1997,0,329,0,357,686,1,866,0,0,866,0,0,1,0,2,1,4,0,NA,0,0,1,58,42,0,0,0,0,0,8,2007,110500
50,63,5000,5,4,1900,1950,0,0,0,540,540,0,889,551,0,1440,0,0,1,0,3,1,6,0,1940,1,352,1,0,0,77,0,0,0,0,4,2006,79000
160,75,10762,6,6,1980,1980,0,0,0,626,626,1,626,591,0,1217,0,0,1,1,3,1,6,1,1980,1,288,1,0,28,0,0,0,0,0,4,2009,120000
60,NA,8880,7,5,1994,2002,0,695,0,253,948,1,1222,888,0,2110,1,0,2,1,3,1,8,2,1994,2,463,1,0,130,0,0,0,0,0,5,2010,205000
20,80,10400,7,5,1988,1988,102,929,0,916,1845,1,1872,0,0,1872,0,1,2,0,3,1,6,1,1988,2,604,1,197,39,0,0,0,0,0,6,2006,241500
190,69,9142,6,8,1910,1950,0,0,0,1020,1020,0,908,1020,0,1928,0,0,2,0,4,2,9,0,1910,1,440,1,0,60,112,0,0,0,0,4,2006,137000
20,75,11310,6,5,1954,1954,0,0,0,1367,1367,1,1375,0,0,1375,0,0,1,0,2,1,5,1,1954,2,451,1,0,30,0,0,0,0,0,6,2006,140000
60,72,11317,7,5,2003,2003,101,0,0,840,840,1,840,828,0,1668,0,0,2,1,3,1,8,0,2003,2,500,1,144,68,0,0,0,0,0,9,2007,180000
50,NA,159000,6,7,1958,2006,472,697,0,747,1444,1,1444,700,0,2144,0,1,2,0,4,1,7,2,1958,2,389,1,0,98,0,0,0,0,500,6,2007,277000
30,55,5350,3,2,1940,1966,0,0,0,728,728,1,1306,0,0,1306,0,0,1,0,3,1,6,0,NA,0,0,1,263,0,0,0,0,0,450,5,2010,76500
120,44,4750,8,5,2006,2007,481,1573,0,0,1573,1,1625,0,0,1625,1,1,2,0,2,1,5,1,2006,2,538,1,123,0,0,0,153,0,0,12,2007,235000
60,65,8366,6,5,2004,2004,0,0,0,798,798,1,798,842,0,1640,0,0,2,1,3,1,6,0,2004,2,520,1,138,45,0,0,0,0,0,12,2008,173000
80,85,9350,6,7,1964,1991,108,270,580,452,1302,1,1302,0,0,1302,0,1,2,0,3,1,7,0,1964,1,309,1,333,0,0,0,0,0,0,10,2007,158000
20,70,8400,5,6,1957,1957,0,922,0,392,1314,1,1314,0,0,1314,1,0,1,0,3,1,5,0,1957,1,294,1,250,0,0,0,0,0,0,6,2010,145000
60,66,8738,7,5,1999,1999,302,0,0,975,975,1,1005,1286,0,2291,0,0,2,1,4,1,8,1,1999,2,429,1,192,0,0,0,0,0,0,2,2006,230000
60,64,8791,6,5,2003,2003,0,503,0,361,864,1,864,864,0,1728,0,0,2,1,3,1,7,0,2003,2,673,1,216,56,0,0,0,0,0,5,2008,207500
20,68,8814,7,5,2006,2006,180,1334,0,270,1604,1,1604,0,0,1604,1,0,2,1,3,1,8,1,2006,2,660,1,123,110,0,0,0,0,0,3,2009,220000
60,80,12435,7,5,2001,2001,172,361,0,602,963,1,963,829,0,1792,0,0,2,1,3,1,7,1,2001,2,564,1,0,96,0,245,0,0,0,5,2008,231500
20,70,12702,5,5,1956,1956,0,0,0,0,0,1,882,0,0,882,0,0,1,0,2,1,4,0,1956,1,308,1,0,45,0,0,0,0,0,12,2008,97000
80,120,19296,6,5,1962,1962,399,672,690,0,1362,1,1382,0,0,1382,1,0,1,0,3,1,6,1,1991,2,884,1,0,0,252,0,0,0,0,5,2009,176000
60,69,9588,8,5,2007,2007,270,0,0,1482,1482,1,1482,1092,0,2574,0,0,2,1,3,1,10,1,2007,3,868,1,0,148,0,0,0,0,0,11,2007,276000
80,88,8471,6,7,1977,1995,46,506,0,0,506,1,1212,0,0,1212,1,0,1,0,3,1,6,1,1978,2,492,1,292,12,0,0,0,0,0,7,2006,151000
50,50,5500,5,7,1929,2001,0,234,692,0,926,1,926,0,390,1316,1,0,1,0,3,1,6,0,1974,2,484,1,0,0,0,0,0,0,0,4,2010,130000
30,30,5232,5,5,1925,2004,0,0,0,680,680,0,764,0,0,764,0,0,1,0,2,1,4,0,1965,2,504,0,0,0,0,0,0,0,0,6,2008,73000
20,78,12090,6,6,1981,1981,210,588,228,606,1422,1,1422,0,0,1422,0,0,2,0,3,1,7,1,1981,2,576,1,276,0,0,0,0,0,0,6,2008,175500
60,70,11207,6,5,1997,1997,0,714,0,88,802,1,802,709,0,1511,1,0,2,1,3,1,8,1,1997,2,413,1,95,75,0,0,0,0,0,6,2006,185000
75,60,8400,5,8,1939,1997,0,378,0,342,720,1,1052,720,420,2192,0,0,2,1,4,1,8,1,1939,1,240,1,262,24,0,0,0,0,0,7,2008,179500
30,71,6900,5,6,1940,1955,0,403,125,212,740,1,778,0,0,778,0,0,1,0,2,1,4,1,1966,1,924,1,0,25,0,0,0,0,0,2,2008,120500
20,NA,7917,6,7,1976,1976,174,751,0,392,1143,1,1113,0,0,1113,1,0,1,1,3,1,6,1,1987,1,504,1,370,30,0,0,0,0,0,5,2007,148000
60,84,10728,8,5,2006,2006,0,0,0,1095,1095,1,1095,844,0,1939,0,0,2,1,3,1,8,1,2006,3,1053,1,192,51,0,0,0,0,0,8,2006,266000
20,73,39104,7,7,1954,2005,0,226,1063,96,1385,1,1363,0,0,1363,1,0,1,0,2,1,5,2,1954,2,439,1,81,0,0,0,0,0,0,4,2008,241500
60,92,11764,8,7,1999,2007,348,524,0,628,1152,1,1164,1106,0,2270,0,0,2,1,4,1,9,1,1999,3,671,1,132,57,0,0,0,0,0,4,2010,290000
20,80,9600,6,6,1958,1988,183,620,620,0,1240,1,1632,0,0,1632,1,0,2,0,3,1,6,1,1958,1,338,1,289,0,0,0,0,0,0,4,2009,139000
20,76,8314,5,7,1982,1982,0,546,0,270,816,1,816,0,0,816,0,0,1,0,2,1,5,0,1982,1,264,1,168,0,0,0,0,0,0,6,2007,124500
50,55,7264,7,7,1925,2007,0,0,0,952,952,0,952,596,0,1548,0,0,2,1,3,1,5,0,1978,2,672,1,74,0,0,0,144,0,0,10,2009,205000
20,129,9196,7,5,2003,2003,0,0,0,1560,1560,1,1560,0,0,1560,0,0,2,0,3,1,7,0,2003,2,573,1,100,150,0,0,0,0,0,4,2010,201000
20,140,19138,4,5,1951,1951,0,120,0,744,864,1,864,0,0,864,0,0,1,0,2,1,4,0,1951,2,400,1,0,0,0,0,0,0,0,6,2010,141000
20,107,14450,9,5,2006,2007,315,0,0,2121,2121,1,2121,0,0,2121,0,0,2,1,3,1,8,1,2007,3,732,1,124,98,0,0,142,0,0,5,2007,415298
60,83,10005,7,5,1977,1977,299,392,0,768,1160,1,1156,866,0,2022,0,0,2,1,4,1,8,1,1977,2,505,1,288,117,0,0,0,0,0,3,2008,192000
60,82,11287,7,6,1989,1989,340,421,0,386,807,1,1175,807,0,1982,0,0,2,1,3,1,7,1,1989,2,575,1,0,84,0,196,0,0,0,1,2007,228500
20,60,7200,6,5,2006,2006,68,905,0,357,1262,1,1262,0,0,1262,0,0,2,0,2,1,5,0,2006,2,572,1,0,120,0,0,0,0,0,5,2006,185000
120,34,5063,7,5,2007,2008,166,904,0,410,1314,1,1314,0,0,1314,1,0,2,0,2,1,6,1,2008,2,626,1,172,62,0,0,0,0,0,4,2009,207500
20,74,9612,8,5,2008,2009,72,0,0,1468,1468,1,1468,0,0,1468,0,0,2,0,3,1,6,1,2008,3,898,1,210,150,0,0,0,0,0,12,2009,244600
120,50,8012,6,5,1992,1992,0,430,0,1145,1575,1,1575,0,0,1575,1,0,2,0,2,1,5,0,1992,2,529,1,0,0,52,0,0,0,0,7,2007,179200
160,35,4251,7,5,2006,2007,0,0,0,625,625,1,625,625,0,1250,0,0,2,1,2,1,5,0,2006,2,528,1,0,54,0,0,0,0,0,6,2007,164700
50,77,9786,6,7,1962,1981,0,600,0,312,912,1,1085,649,0,1734,0,0,1,1,3,1,7,1,1962,2,440,1,0,0,0,0,128,0,0,6,2006,159000
20,NA,8125,4,4,1971,1971,0,614,0,244,858,1,858,0,0,858,0,0,1,0,3,1,5,0,NA,0,0,1,0,0,0,0,0,0,0,6,2006,88000
20,NA,9819,5,5,1967,1967,31,450,0,432,882,1,900,0,0,900,0,0,1,0,3,1,5,0,1970,1,280,1,0,0,0,0,0,0,0,2,2010,122000
70,60,8730,6,7,1915,2003,0,0,0,698,698,1,698,698,0,1396,0,0,1,0,3,1,7,0,2003,1,384,1,0,0,0,0,259,0,0,7,2007,153575
60,120,15611,8,5,2006,2006,0,0,0,1079,1079,1,1079,840,0,1919,0,0,2,1,3,1,8,1,2006,2,685,1,0,51,0,0,0,0,0,7,2006,233230
190,55,5687,5,6,1912,2000,0,210,0,570,780,0,936,780,0,1716,1,0,2,0,6,1,9,0,NA,0,0,0,0,184,0,0,0,0,0,3,2008,135900
50,60,11409,5,4,1949,2008,0,292,0,476,768,1,1148,568,0,1716,0,0,1,1,3,1,8,1,1949,1,281,1,0,0,0,0,160,0,0,1,2009,131000
60,NA,16659,7,7,1977,1994,34,795,0,0,795,1,1468,795,0,2263,1,0,2,1,3,1,9,1,1977,2,539,1,0,250,0,0,0,0,0,3,2006,235000
20,80,9600,6,5,1953,1953,238,1285,0,131,1416,1,1644,0,0,1644,1,0,1,0,3,1,7,2,1953,2,418,1,110,0,0,0,0,0,0,10,2009,167000
80,37,7937,6,6,1984,1984,0,819,0,184,1003,1,1003,0,0,1003,1,0,1,0,3,1,6,0,1984,2,588,1,120,0,0,0,0,0,0,3,2006,142500
50,75,13710,5,5,1950,1950,0,420,0,490,910,1,910,648,0,1558,0,0,1,1,4,1,6,0,1950,1,282,1,289,0,0,0,0,0,0,6,2007,152000
60,66,7399,7,5,1997,1998,1600,649,0,326,975,1,975,975,0,1950,0,0,2,1,3,1,7,1,1997,2,576,1,0,10,0,0,198,0,0,6,2007,239000
60,90,11700,6,6,1968,1968,365,384,175,143,702,1,1041,702,0,1743,0,1,1,2,3,1,7,1,1968,2,539,1,224,0,0,0,0,0,0,6,2007,175000
20,80,14000,6,8,1950,2004,0,0,0,1092,1092,1,1152,0,0,1152,0,1,1,0,3,1,6,1,1950,1,300,1,0,36,0,0,0,0,0,8,2009,158500
190,90,15750,5,5,1953,1953,56,841,0,324,1165,1,1336,0,0,1336,1,0,1,0,2,1,5,2,1953,1,375,1,0,0,0,0,0,0,0,6,2006,157000
60,66,16226,8,5,1998,1999,0,281,0,747,1028,1,1210,1242,0,2452,0,0,2,1,4,1,9,1,1998,2,683,1,208,50,0,0,0,0,0,5,2007,267000
20,118,13704,7,5,2001,2002,150,0,0,1541,1541,1,1541,0,0,1541,0,0,2,0,3,1,6,1,2001,3,843,1,468,81,0,0,0,0,0,1,2006,205000
20,70,9800,5,7,1972,1972,0,894,0,0,894,1,894,0,0,894,1,0,1,0,3,1,5,0,1975,2,552,1,256,0,0,0,0,0,0,7,2006,149900
75,87,18386,7,9,1880,2002,0,0,0,1470,1470,1,1675,1818,0,3493,0,0,3,0,3,1,10,1,2003,3,870,1,302,0,0,0,0,0,0,5,2008,295000
20,80,10386,8,5,2004,2005,246,1464,0,536,2000,1,2000,0,0,2000,1,0,2,0,3,1,8,0,2004,3,888,1,168,0,0,0,0,0,0,7,2007,305900
60,116,13474,7,5,1990,1991,246,700,0,0,700,1,1122,1121,0,2243,1,0,2,1,4,1,8,1,1990,3,746,1,127,44,224,0,0,0,0,6,2007,225000
50,NA,7920,6,7,1920,1950,0,0,0,319,319,1,1035,371,0,1406,0,0,1,0,3,1,6,0,NA,0,0,0,0,144,0,0,0,0,0,3,2008,89500
30,NA,12342,4,5,1940,1950,0,262,0,599,861,1,861,0,0,861,0,0,1,0,1,1,4,0,1961,2,539,1,158,0,0,0,0,0,0,3,2009,82500
20,90,12378,9,5,2003,2004,0,1274,0,622,1896,1,1944,0,0,1944,1,0,2,0,3,1,8,3,2003,3,708,1,208,175,0,0,0,0,0,11,2006,360000
60,NA,7685,6,5,1993,1994,112,518,0,179,697,1,697,804,0,1501,0,0,2,1,3,1,6,1,1993,2,420,1,190,63,0,0,0,0,0,5,2006,165600
20,50,8000,6,6,1948,2002,0,680,0,292,972,1,972,0,0,972,1,0,1,0,2,1,5,1,1948,1,240,1,0,0,0,0,0,0,0,5,2009,132000
